seg_id,surah,ayah,tafsir_id,query_index,query_text,prompt_tokens,completion_tokens,total_tokens
2572,Al-Anbiyā' ,89,Al-Anbiyā' :89,4,Apa yang Zakaria khawatirkan jika tidak memiliki keturunan?,546,91,637
2572,Al-Anbiyā' ,89,Al-Anbiyā' :89,5,Mengapa Zakaria yakin Allah adalah ahli waris terbaik?,546,91,637
2573,Al-Anbiyā' ,90,Al-Anbiyā' :90,1,Mengapa doa Nabi Zakaria dikabulkan meskipun istrinya sudah tua dan mandul?,608,112,720
2573,Al-Anbiyā' ,90,Al-Anbiyā' :90,2,Bagaimana sifat Nabi Yahya yang disebutkan dalam tafsir ini?,608,112,720
2573,Al-Anbiyā' ,90,Al-Anbiyā' :90,3,Apa yang dilakukan Zakaria dan istrinya sehingga doa mereka dikabulkan?,608,112,720
2573,Al-Anbiyā' ,90,Al-Anbiyā' :90,4,Mengapa Zakaria dan istrinya merasa cemas dalam berdoa?,608,112,720
2573,Al-Anbiyā' ,90,Al-Anbiyā' :90,5,Bagaimana cara Zakaria dan istrinya beribadah kepada Allah?,608,112,720
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,1,Siapa Maryam yang disebutkan dalam kisah ini?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,2,Bagaimana Maryam bisa hamil tanpa ayah?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,3,Mengapa kelahiran Nabi Isa dianggap sebagai tanda kebesaran Allah?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,4,Apa saja mukjizat yang dimiliki Nabi Isa sejak bayi?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,5,Bagaimana Maryam menjaga kehormatannya dari laki-laki?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,6,Apa status Nabi Isa menurut penjelasan ini?,542,117,659
2574,Al-Anbiyā' ,91,Al-Anbiyā' :91,7,Mengapa kisah Maryam dan Nabi Isa penting bagi umat Muslim?,542,117,659
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,1,Siapa saja nabi yang disebutkan dalam ayat sebelumnya?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,2,Apa prinsip utama yang diajarkan oleh para nabi tersebut?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,3,Apa yang dimaksud dengan agama tauhid?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,4,Bagaimana hubungan agama para nabi dengan agama yang diajarkan Rasulullah?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,5,Mengapa Allah menyebut diri-Nya sebagai Tuhan yang menciptakan langit dan bumi?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,6,Bagaimana seharusnya umat Muslim menyembah Allah?,605,124,729
2575,Al-Anbiyā' ,92,Al-Anbiyā' :92,7,Apa makna dari 'agama yang satu untuk seluruh umat'?,605,124,729
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,1,Apa yang dimaksud dengan agama tauhid?,523,105,628
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,2,Mengapa manusia terpecah belah dalam urusan agama?,523,105,628
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,3,Bagaimana perbedaan antara golongan yang lurus dan yang menyimpang?,523,105,628
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,4,Kapan manusia akan mempertanggungjawabkan perbuatan mereka?,523,105,628
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,5,Siapa yang akan menilai perbuatan manusia di akhirat?,523,105,628
2576,Al-Anbiyā' ,93,Al-Anbiyā' :93,6,Apa konsekuensi bagi golongan yang menyimpang dari tauhid?,523,105,628
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,1,Apa hubungan antara pilihan hidup di dunia dengan pertanggungjawaban di hadapan Allah?,603,131,734
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,2,Mengapa perbuatan baik sekecil apa pun tetap dicatat dan tidak disia-siakan?,603,131,734
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,3,Bagaimana peran keimanan dalam melakukan kebajikan menurut teks ini?,603,131,734
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,4,Siapa yang mencatat perbuatan baik dan buruk manusia?,603,131,734
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,5,Apakah perbuatan buruk juga dicatat dengan akurat?,603,131,734
2577,Al-Anbiyā' ,94,Al-Anbiyā' :94,6,Kapan perbuatan-perbuatan itu akan diperlihatkan kepada manusia?,603,131,734
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,1,Apa yang dimaksud dengan 'umat manusia ada yang dibinasakan' dalam tafsir ini?,509,118,627
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,2,Mengapa ada orang yang dibiarkan dan tidak dibinasakan?,509,118,627
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,3,Bagaimana proses pertanggungjawaban perbuatan di dunia menurut tafsir ini?,509,118,627
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,4,Kapan pertanggungjawaban itu akan terjadi?,509,118,627
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,5,Siapa yang dimaksud dengan 'penduduk suatu negeri' dalam tafsir ini?,509,118,627
2578,Al-Anbiyā' ,95,Al-Anbiyā' :95,6,Apakah semua orang yang dibinasakan itu karena kekufuran?,509,118,627
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,1,Siapa yang dimaksud dengan Yakjuj dan Makjuj dalam tafsir ini?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,2,Mengapa Zulkarnain membangun benteng dari besi dan tembaga?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,3,Bagaimana cara Yakjuj dan Makjuj menyebabkan kerusakan di bumi?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,4,Apa hubungan antara serangan Jengis Khan dan Hulagu Khan dengan kehancuran yang disebutkan?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,5,Kapan kehancuran besar terjadi hingga Bagdad menurut tafsir ini?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,6,Mengapa bangsa yang lemah perlu dilindungi dari Yakjuj dan Makjuj?,635,156,791
2579,Al-Anbiyā' ,96,Al-Anbiyā' :96,7,Apa dampak dari dibukanya benteng penghalang Yakjuj dan Makjuj?,635,156,791
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,1,Apa yang akan terjadi pada kehidupan dunia saat Kiamat tiba?,570,130,700
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,2,Mengapa orang kafir merasa panik dan terkejut ketika Kiamat datang?,570,130,700
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,3,Bagaimana reaksi orang kafir saat menyadari mereka lengah tentang Kiamat?,570,130,700
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,4,Apa yang dimaksud dengan 'kami benar-benar orang yang zalim' dalam konteks ini?,570,130,700
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,5,Kapan janji tentang Kiamat dikatakan sudah dekat?,570,130,700
2580,Al-Anbiyā' ,97,Al-Anbiyā' :97,6,Apa yang seharusnya dilakukan untuk mempersiapkan diri menghadapi Kiamat?,570,130,700
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,1,Apa yang dimaksud dengan menyekutukan Allah menurut tafsir ini?,557,119,676
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,2,Mengapa orang yang menyekutukan Allah dijadikan bahan bakar Jahanam?,557,119,676
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,3,Bagaimana keadaan orang kafir saat menyaksikan Kiamat?,557,119,676
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,4,Siapa saja yang termasuk dalam kategori penyembah selain Allah?,557,119,676
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,5,Apa konsekuensi dari menjadi bahan bakar Jahanam?,557,119,676
2581,Al-Anbiyā' ,98,Al-Anbiyā' :98,6,Mengapa api Jahanam terus menyala karena mereka?,557,119,676
2582,Al-Anbiyā' ,99,Al-Anbiyā' :99,1,Apa konsekuensi bagi orang yang menyembah berhala menurut penjelasan ini?,507,111,618
2582,Al-Anbiyā' ,99,Al-Anbiyā' :99,2,Mengapa berhala-berhala juga akan masuk neraka?,507,111,618
2582,Al-Anbiyā' ,99,Al-Anbiyā' :99,3,Bagaimana keyakinan yang sesat mempengaruhi nasib seseorang?,507,111,618
2582,Al-Anbiyā' ,99,Al-Anbiyā' :99,4,Siapa yang akan kekal di neraka berdasarkan teks ini?,507,111,618
2582,Al-Anbiyā' ,99,Al-Anbiyā' :99,5,Apa yang menyebabkan penyembah berhala dan berhalanya sama-sama di neraka?,507,111,618
2583,Al-Anbiyā' ,100,Al-Anbiyā' :100,1,Apa yang dirasakan para penghuni neraka?,498,83,581
2583,Al-Anbiyā' ,100,Al-Anbiyā' :100,2,Mengapa mereka tidak bisa mendengar suara yang menenangkan?,498,83,581
2583,Al-Anbiyā' ,100,Al-Anbiyā' :100,3,Bagaimana kondisi mereka di dalam neraka?,498,83,581
2583,Al-Anbiyā' ,100,Al-Anbiyā' :100,4,Apakah penderitaan di neraka akan berakhir?,498,83,581
2583,Al-Anbiyā' ,100,Al-Anbiyā' :100,5,Siapa yang digambarkan sebagai penghuni neraka dalam tafsir ini?,498,83,581
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,1,Apa yang dimaksud dengan ketetapan mutlak Allah?,492,93,585
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,2,Siapa yang akan dijauhkan dari neraka?,492,93,585
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,3,Bagaimana seseorang bisa mendapatkan ketetapan baik dari Allah?,492,93,585
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,4,Mengapa perbuatan baik penting dalam konteks ini?,492,93,585
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,5,Apa peran izin Allah dalam perlindungan dari neraka?,492,93,585
2584,Al-Anbiyā' ,101,Al-Anbiyā' :101,6,Kapan ketetapan ini mulai berlaku?,492,93,585
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,1,Apa perbedaan utama antara penghuni surga dan neraka menurut teks ini?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,2,Mengapa penghuni surga dikatakan tidak mendengar bunyi api neraka?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,3,Bagaimana kondisi penghuni surga dalam menikmati kehidupannya?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,4,Apa yang membuat penghuni neraka tidak merasakan ketenangan?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,5,Siapa yang dimaksud dengan para penghuni surga dalam konteks ini?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,6,Kapan penghuni surga mulai merasakan kenikmatan yang kekal?,498,145,643
2585,Al-Anbiyā' ,102,Al-Anbiyā' :102,7,Mengapa penghuni surga tidak perlu khawatir dengan suara menakutkan dari neraka?,498,145,643
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,1,Apa yang terjadi pada bumi dan langit menurut tafsir ini?,527,118,645
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,2,Mengapa calon penghuni surga tidak merasa sedih saat hari kiamat?,527,118,645
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,3,Bagaimana para malaikat menyambut calon penghuni surga?,527,118,645
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,4,Siapa yang dijanjikan kebahagiaan di surga?,527,118,645
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,5,Kapan janji kebahagiaan itu akan terwujud?,527,118,645
2586,Al-Anbiyā' ,103,Al-Anbiyā' :103,6,Apa yang dimaksud dengan 'negeri penuh kedamaian' dalam tafsir ini?,527,118,645
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,1,Apa yang dimaksud dengan hari Kiamat dalam tafsir ini?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,2,Bagaimana keadaan langit pada hari Kiamat menurut tafsir?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,3,Mengapa manusia perlu mengingat hari Kiamat?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,4,Bagaimana proses penciptaan pertama dibandingkan dengan pengulangan di akhirat?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,5,Apa janji Allah yang disebutkan dalam tafsir ini?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,6,Mengapa waktu terjadinya Kiamat dirahasiakan?,548,135,683
2587,Al-Anbiyā' ,104,Al-Anbiyā' :104,7,Apa konsekuensi dari hancurnya kehidupan dunia?,548,135,683
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,1,Apa yang dimaksud dengan hamba-hamba Allah yang saleh menurut tafsir ini?,581,130,711
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,2,Mengapa bumi akan diwarisi oleh hamba-hamba yang saleh?,581,130,711
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,3,Bagaimana cara hamba yang saleh mengelola bumi berdasarkan petunjuk Allah?,581,130,711
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,4,Apa peran Nabi Dawud dan Sulaiman dalam ketetapan ini?,581,130,711
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,5,Kapan ketetapan tentang pewarisan bumi ditulis dalam Zabur?,581,130,711
2588,Al-Anbiyā' ,105,Al-Anbiyā' :105,6,Apa hubungan antara Lauh Mahfuz dan ketetapan yang disebutkan?,581,130,711
2589,Al-Anbiyā' ,106,Al-Anbiyā' :106,1,Apa tujuan dari kisah-kisah para nabi dalam Al-Qur'an?,505,123,628
2589,Al-Anbiyā' ,106,Al-Anbiyā' :106,2,Bagaimana cara mencapai kebahagiaan dunia dan akhirat menurut tafsir ini?,505,123,628
2589,Al-Anbiyā' ,106,Al-Anbiyā' :106,3,Mengapa kisah para nabi disebut sebagai petunjuk yang lengkap?,505,123,628
2589,Al-Anbiyā' ,106,Al-Anbiyā' :106,4,"Apa yang dimaksud dengan menyembah Allah dengan pikiran, perasaan, dan rohani yang bersih?",505,123,628
2589,Al-Anbiyā' ,106,Al-Anbiyā' :106,5,Siapa yang akan mendapatkan manfaat dari pelajaran dalam kisah para nabi?,505,123,628
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,1,Apa tujuan utama Allah mengutus Nabi Muhammad?,510,103,613
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,2,Mengapa Islam disebut sebagai rahmat bagi seluruh alam?,510,103,613
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,3,Bagaimana ajaran Islam menciptakan perdamaian?,510,103,613
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,4,Apa yang dimaksud dengan perlindungan dalam konteks ajaran Islam?,510,103,613
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,5,Mengapa Nabi Muhammad diutus bukan untuk membinasakan orang kafir?,510,103,613
2590,Al-Anbiyā' ,107,Al-Anbiyā' :107,6,Bagaimana pengamalan Islam yang baik dapat menghasilkan kasih sayang?,510,103,613
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,1,Apa ajaran dasar agama Islam yang dijelaskan Nabi Muhammad?,568,116,684
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,2,Mengapa Allah meminta Nabi Muhammad menjelaskan ajaran pokok agama?,568,116,684
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,3,Bagaimana prinsip tauhid diterangkan dalam tafsir ini?,568,116,684
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,4,Apa makna berserah diri kepada Allah menurut tafsir?,568,116,684
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,5,Siapa yang dimaksud dengan Tuhan Yang Esa dalam ajaran Islam?,568,116,684
2591,Al-Anbiyā' ,108,Al-Anbiyā' :108,6,Mengapa penting bagi umat Muslim untuk memahami ajaran dasar ini?,568,116,684
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,1,Apa tugas pokok seorang rasul menurut tafsir ini?,584,120,704
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,2,Mengapa Nabi Muhammad diminta menyampaikan ajaran yang sama kepada Yahudi dan Nasrani?,584,120,704
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,3,Bagaimana konsekuensi jika manusia menolak ajaran Allah?,584,120,704
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,4,Kapan murka Allah yang paling dahsyat terjadi?,584,120,704
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,5,Siapa yang dimaksud dengan 'mereka' dalam tafsir ini?,584,120,704
2592,Al-Anbiyā' ,109,Al-Anbiyā' :109,6,Apa isi ajaran agama yang disampaikan oleh Nabi Muhammad?,584,120,704
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,1,Apa maksud dari sikap menolak ajaran Allah yang terbuka dan tertutup?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,2,Mengapa Allah mengetahui perkataan yang diucapkan terang-terangan dan yang dirahasiakan?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,3,Bagaimana sikap orang munafik digambarkan dalam konteks ini?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,4,Apa konsekuensi dari menyembunyikan penolakan dalam hati?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,5,Siapa yang dimaksud dengan 'kamu' dalam tafsir ini?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,6,Mengapa penting untuk jujur dalam hati terhadap ajaran Allah?,491,146,637
2593,Al-Anbiyā' ,110,Al-Anbiyā' :110,7,Bagaimana cara menghindari sikap seperti orang munafik dalam kehidupan sehari-hari?,491,146,637
2594,Al-Anbiyā' ,111,Al-Anbiyā' :111,1,Mengapa azab untuk orang kafir kadang ditunda datangnya?,526,108,634
2594,Al-Anbiyā' ,111,Al-Anbiyā' :111,2,Apa maksudnya penundaan azab bisa menjadi cobaan?,526,108,634
2594,Al-Anbiyā' ,111,Al-Anbiyā' :111,3,Bagaimana kesenangan dunia yang singkat terkait dengan penundaan azab?,526,108,634
2594,Al-Anbiyā' ,111,Al-Anbiyā' :111,4,Kapan azab yang kekal di akhirat akan terjadi?,526,108,634
2594,Al-Anbiyā' ,111,Al-Anbiyā' :111,5,Apa dampaknya jika orang kafir bertambah sombong karena penundaan azab?,526,108,634
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,1,Apa sikap Rasulullah selama 13 tahun di Mekah menghadapi penindasan orang kafir?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,2,Mengapa Nabi Muhammad baru berdoa meminta keputusan adil setelah hijrah ke Madinah?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,3,Bagaimana doa Nabi Muhammad dalam menghadapi tuduhan orang kafir?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,4,Siapa yang dimaksud dengan 'orang-orang kafir' dalam tafsir ini?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,5,Kapan Nabi Muhammad mulai meminta pertolongan Allah secara terbuka?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,6,Apa yang diminta Nabi Muhammad dalam doanya kepada Allah?,625,152,777
2595,Al-Anbiyā' ,112,Al-Anbiyā' :112,7,Mengapa orang kafir menuduh orang beriman secara bodoh dan keji?,625,152,777
2596,Al-Ḥajj,1,Al-Ḥajj:1,1,Apa yang dimaksud dengan mawas diri dalam konteks ayat ini?,546,111,657
2596,Al-Ḥajj,1,Al-Ḥajj:1,2,Mengapa manusia perlu bertakwa kepada Allah?,546,111,657
2596,Al-Ḥajj,1,Al-Ḥajj:1,3,Bagaimana cara menjaga diri dari azab hari Kiamat?,546,111,657
2596,Al-Ḥajj,1,Al-Ḥajj:1,4,Mengapa guncangan hari Kiamat digambarkan sebagai kejadian yang sangat besar?,546,111,657
2596,Al-Ḥajj,1,Al-Ḥajj:1,5,Apa yang terjadi pada manusia saat hari Kiamat tiba?,546,111,657
2596,Al-Ḥajj,1,Al-Ḥajj:1,6,Apa saja perintah dan larangan yang harus diikuti untuk bertakwa?,546,111,657
2597,Al-Ḥajj,2,Al-Ḥajj:2,1,Apa yang terjadi pada ibu menyusui saat hari Kiamat?,553,95,648
2597,Al-Ḥajj,2,Al-Ḥajj:2,2,Mengapa perempuan hamil bisa keguguran pada hari Kiamat?,553,95,648
2597,Al-Ḥajj,2,Al-Ḥajj:2,3,Bagaimana kondisi manusia saat hari Kiamat?,553,95,648
2597,Al-Ḥajj,2,Al-Ḥajj:2,4,Mengapa manusia terlihat seperti mabuk padahal tidak?,553,95,648
2597,Al-Ḥajj,2,Al-Ḥajj:2,5,Siapa yang merasakan azab Allah paling keras?,553,95,648
2597,Al-Ḥajj,2,Al-Ḥajj:2,6,Kapan semua kejadian ini terjadi?,553,95,648
2598,Al-Ḥajj,3,Al-Ḥajj:3,1,Apa yang Allah jelaskan tentang azab di hari Kiamat bagi orang kafir?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,2,Mengapa ada manusia yang saling membantah tentang Allah tanpa ilmu yang benar?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,3,Bagaimana setan membujuk manusia untuk mengingkari agama Allah?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,4,Siapa yang dimaksud dengan orang-orang keras kepala dalam teks ini?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,5,Apa akibat dari tidak meyakini kehidupan setelah mati?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,6,Mengapa Allah mengajak manusia untuk bertakwa kepada-Nya?,552,133,685
2598,Al-Ḥajj,3,Al-Ḥajj:3,7,Bagaimana cara menghindari tipu daya setan yang jahat?,552,133,685
2599,Al-Ḥajj,4,Al-Ḥajj:4,1,Apa yang dimaksud dengan Lauh Mahfuz dalam konteks ini?,505,116,621
2599,Al-Ḥajj,4,Al-Ḥajj:4,2,Bagaimana setan bisa menyesatkan manusia dari jalan Allah?,505,116,621
2599,Al-Ḥajj,4,Al-Ḥajj:4,3,Mengapa manusia bisa tidak sadar dibawa ke neraka?,505,116,621
2599,Al-Ḥajj,4,Al-Ḥajj:4,4,Apa konsekuensi berkawan dengan setan menurut tafsir ini?,505,116,621
2599,Al-Ḥajj,4,Al-Ḥajj:4,5,Bagaimana cara menghindari bisikan setan agar tidak tersesat?,505,116,621
2599,Al-Ḥajj,4,Al-Ḥajj:4,6,Apa yang dimaksud dengan jalan Allah yang lurus?,505,116,621
2600,Al-Ḥajj,5,Al-Ḥajj:5,1,Apa yang dimaksud dengan hidup sesudah mati sebagai suatu keniscayaan?,845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,2,Bagaimana proses penciptaan manusia dari tanah hingga dewasa menurut tafsir ini?,845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,3,"Mengapa ada perbedaan dalam kejadian dan pertumbuhan manusia, seperti ada yang sempurna dan ada yang cacat?",845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,4,Bagaimana contoh bumi yang kering lalu subur setelah hujan dihubungkan dengan kebangkitan manusia?,845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,5,Mengapa rentang waktu manusia berada dalam kandungan ibunya bisa berbeda-beda?,845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,6,Apa yang terjadi pada manusia setelah mencapai usia dewasa menurut tafsir ini?,845,173,1018
2600,Al-Ḥajj,5,Al-Ḥajj:5,7,Bagaimana tafsir ini menjelaskan kemudahan Allah dalam membangkitkan manusia dari alam kubur?,845,173,1018
2601,Al-Ḥajj,6,Al-Ḥajj:6,1,Apa yang dimaksud dengan 'membangkitkan manusia dari alam kubur' dalam tafsir ini?,539,142,681
2601,Al-Ḥajj,6,Al-Ḥajj:6,2,Mengapa membangkitkan manusia dari kubur dianggap mudah bagi Allah?,539,142,681
2601,Al-Ḥajj,6,Al-Ḥajj:6,3,Bagaimana kekuasaan Allah terlihat dalam kehidupan sehari-hari menurut tafsir ini?,539,142,681
2601,Al-Ḥajj,6,Al-Ḥajj:6,4,Siapa yang disebut sebagai Tuhan yang hak dalam tafsir ini?,539,142,681
2601,Al-Ḥajj,6,Al-Ḥajj:6,5,Apa makna dari 'Allah Mahakuasa atas segala sesuatu' dalam konteks ini?,539,142,681
2601,Al-Ḥajj,6,Al-Ḥajj:6,6,Bagaimana tafsir ini menjelaskan hubungan antara kekuasaan Allah dan kebangkitan manusia?,539,142,681
2602,Al-Ḥajj,7,Al-Ḥajj:7,1,Apa yang dimaksud dengan hari Kiamat?,513,100,613
2602,Al-Ḥajj,7,Al-Ḥajj:7,2,Mengapa waktu Kiamat dirahasiakan oleh Allah?,513,100,613
2602,Al-Ḥajj,7,Al-Ḥajj:7,3,Bagaimana proses kebangkitan manusia pada hari Kiamat?,513,100,613
2602,Al-Ḥajj,7,Al-Ḥajj:7,4,Apa yang terjadi di Mahsyar setelah kebangkitan?,513,100,613
2602,Al-Ḥajj,7,Al-Ḥajj:7,5,Mengapa tidak boleh ada keraguan tentang datangnya Kiamat?,513,100,613
2602,Al-Ḥajj,7,Al-Ḥajj:7,6,Siapa yang akan dibangkitkan pada hari Kiamat?,513,100,613
2603,Al-Ḥajj,8,Al-Ḥajj:8,1,Apa yang dimaksud dengan manusia yang bertindak melampaui batas?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,2,Mengapa ada manusia yang berbantah tentang Allah?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,3,Bagaimana ciri-ciri orang yang mengingkari agama Allah?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,4,Apa akibat dari tidak meyakini kehidupan sesudah mati?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,5,Mengapa seseorang bisa tidak meyakini akhirat tanpa ilmu yang benar?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,6,Bagaimana peran petunjuk Allah dalam memahami kebenaran?,527,122,649
2603,Al-Ḥajj,8,Al-Ḥajj:8,7,Mengapa kitab wahyu penting sebagai sumber penerangan?,527,122,649
2604,Al-Ḥajj,9,Al-Ḥajj:9,1,Apa ciri-ciri manusia yang mengingkari Allah menurut teks tersebut?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,2,Mengapa orang yang kufur mendapat kehinaan di dunia?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,3,Bagaimana sikap orang kafir dalam menyesatkan manusia dari jalan Allah?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,4,Kapan azab neraka diberikan kepada orang yang mengingkari Allah?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,5,Apa yang terjadi pada kulit orang kafir di neraka menurut penjelasan ini?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,6,Bagaimana kondisi hati orang yang memalingkan diri dari Allah?,560,136,696
2604,Al-Ḥajj,9,Al-Ḥajj:9,7,Mengapa azab neraka terus diperbarui untuk orang kafir?,560,136,696
2605,Al-Ḥajj,10,Al-Ḥajj:10,1,Apa yang akan dikatakan kepada orang kafir pada hari Kiamat?,506,129,635
2605,Al-Ḥajj,10,Al-Ḥajj:10,2,Mengapa orang kafir dihukum menurut tafsir ini?,506,129,635
